index,date,user_id,build_version,store_id,player_level
0,2018-01-16,00db71c6-e9df-4663-8b96-baf8233a1ffb,0.8,iOS,15
1,2018-01-16,00db71c6-e9df-4663-8b96-baf8233a1ffb,0.8,iOS,3
2,2018-01-16,00db71c6-e9df-4663-8b96-baf8233a1ffb,0.8,iOS,7
3,2018-01-16,00db71c6-e9df-4663-8b96-baf8233a1ffb,0.8,iOS,3
4,2018-01-16,00ff74d5-2db1-4f9b-9c01-dde5b8a420a6,0.8,iOS,4
5,2018-01-16,0249fc72-8611-434f-b065-12d59b512174,0.0.1,Google play,3
6,2018-01-16,045ab445-b838-4e58-8a36-8b415becfcb2,0.8,iOS,9
7,2018-01-16,045ab445-b838-4e58-8a36-8b415becfcb2,0.8,iOS,8
8,2018-01-16,045ab445-b838-4e58-8a36-8b415becfcb2,0.8,iOS,9
9,2018-01-16,045ab445-b838-4e58-8a36-8b415becfcb2,0.8,iOS,8
10,2018-01-16,045ab445-b838-4e58-8a36-8b415becfcb2,0.8,iOS,7
11,2018-01-16,045ab445-b838-4e58-8a36-8b415becfcb2,0.8,iOS,3
12,2018-01-16,045ab445-b838-4e58-8a36-8b415becfcb2,0.8,iOS,7
13,2018-01-16,045ab445-b838-4e58-8a36-8b415becfcb2,0.8,iOS,9
14,2018-01-16,045ab445-b838-4e58-8a36-8b415becfcb2,0.8,iOS,7
15,2018-01-16,045ab445-b838-4e58-8a36-8b415becfcb2,0.8,iOS,9
16,2018-01-16,045ab445-b838-4e58-8a36-8b415becfcb2,0.8,iOS,6
17,2018-01-16,045ab445-b838-4e58-8a36-8b415becfcb2,0.8,iOS,7
18,2018-01-16,045ab445-b838-4e58-8a36-8b415becfcb2,0.8,iOS,9
19,2018-01-16,045ab445-b838-4e58-8a36-8b415becfcb2,0.8,iOS,8
20,2018-01-16,045ab445-b838-4e58-8a36-8b415becfcb2,0.8,iOS,3
21,2018-01-16,045ab445-b838-4e58-8a36-8b415becfcb2,0.8,iOS,5
22,2018-01-16,045ab445-b838-4e58-8a36-8b415becfcb2,0.8,iOS,7
23,2018-01-16,05214ebe-531e-4ae4-a992-b3dccd8a75bd,0.0.1,Google play,3
24,2018-01-16,05321b70-ab00-4c6e-b5df-0f87d7d637cc,0.8,Google play,15
25,2018-01-16,05321b70-ab00-4c6e-b5df-0f87d7d637cc,0.8,Google play,3
26,2018-01-16,05321b70-ab00-4c6e-b5df-0f87d7d637cc,0.8,Google play,3
27,2018-01-16,05321b70-ab00-4c6e-b5df-0f87d7d637cc,0.8,Google play,15
28,2018-01-16,05536c6f-6631-4006-a960-0b23eb685cec,0.8,iOS,3
29,2018-01-16,0668a0ca-17c3-455e-972c-08918bb0eedc,0.8,Google play,4
30,2018-01-16,080af163-2556-43e1-8905-d8db6bc8563f,0.0.1,Google play,3
31,2018-01-16,0cb8d63d-b8bc-427b-ab8f-c169c21a1e66,0.8,iOS,9
32,2018-01-16,0cb8d63d-b8bc-427b-ab8f-c169c21a1e66,0.8,iOS,3
33,2018-01-16,0cb8d63d-b8bc-427b-ab8f-c169c21a1e66,0.8,iOS,8
34,2018-01-16,0cb8d63d-b8bc-427b-ab8f-c169c21a1e66,0.8,iOS,9
35,2018-01-16,0cb8d63d-b8bc-427b-ab8f-c169c21a1e66,0.8,iOS,9
36,2018-01-16,0cb8d63d-b8bc-427b-ab8f-c169c21a1e66,0.8,iOS,3
37,2018-01-16,0cb8d63d-b8bc-427b-ab8f-c169c21a1e66,0.8,iOS,9
38,2018-01-16,1228ed77-781f-44ce-ab62-d535efc90132,0.0.1,Google play,3
39,2018-01-16,1228ed77-781f-44ce-ab62-d535efc90132,0.0.1,Google play,3
40,2018-01-16,1228ed77-781f-44ce-ab62-d535efc90132,0.0.1,Google play,3
41,2018-01-16,1656ce7b-2078-4cc2-8c1e-27b5bbe6c55d,0.0.1,Google play,3
42,2018-01-16,1656ce7b-2078-4cc2-8c1e-27b5bbe6c55d,0.0.1,Google play,3
43,2018-01-16,17666b08-cdf1-46ab-8a8d-08086a816149,0.0.1,Google play,3
44,2018-01-16,17666b08-cdf1-46ab-8a8d-08086a816149,0.0.1,Google play,75
45,2018-01-16,17666b08-cdf1-46ab-8a8d-08086a816149,0.0.1,Google play,75
46,2018-01-16,17666b08-cdf1-46ab-8a8d-08086a816149,0.0.1,Google play,75
47,2018-01-16,176888fb-5c11-460f-ae2e-e1bf727aea00,0.8,iOS,16
48,2018-01-16,1818e8b3-5422-4946-a5b0-5226cbdb72b3,0.0.1,Google play,3
49,2018-01-16,19464f09-067d-40d2-ab75-d0942ddd2311,0.0.1,Google play,75
50,2018-01-16,19464f09-067d-40d2-ab75-d0942ddd2311,0.0.1,Google play,75
51,2018-01-16,19464f09-067d-40d2-ab75-d0942ddd2311,0.0.1,Google play,75
52,2018-01-16,19464f09-067d-40d2-ab75-d0942ddd2311,0.0.1,Google play,75
53,2018-01-16,19464f09-067d-40d2-ab75-d0942ddd2311,0.0.1,Google play,75
54,2018-01-16,19464f09-067d-40d2-ab75-d0942ddd2311,0.0.1,Google play,75
55,2018-01-16,19464f09-067d-40d2-ab75-d0942ddd2311,0.0.1,Google play,3
56,2018-01-16,19464f09-067d-40d2-ab75-d0942ddd2311,0.0.1,Google play,75
57,2018-01-16,19464f09-067d-40d2-ab75-d0942ddd2311,0.0.1,Google play,75
58,2018-01-16,19464f09-067d-40d2-ab75-d0942ddd2311,0.0.1,Google play,75
59,2018-01-16,19464f09-067d-40d2-ab75-d0942ddd2311,0.0.1,Google play,75
60,2018-01-16,19464f09-067d-40d2-ab75-d0942ddd2311,0.0.1,Google play,75
61,2018-01-16,19464f09-067d-40d2-ab75-d0942ddd2311,0.0.1,Google play,75
62,2018-01-16,19464f09-067d-40d2-ab75-d0942ddd2311,0.0.1,Google play,75
63,2018-01-16,19464f09-067d-40d2-ab75-d0942ddd2311,0.0.1,Google play,75
64,2018-01-16,19464f09-067d-40d2-ab75-d0942ddd2311,0.0.1,Google play,75
65,2018-01-16,19464f09-067d-40d2-ab75-d0942ddd2311,0.0.1,Google play,75
66,2018-01-16,19464f09-067d-40d2-ab75-d0942ddd2311,0.0.1,Google play,75
67,2018-01-16,19464f09-067d-40d2-ab75-d0942ddd2311,0.0.1,Google play,75
68,2018-01-16,19464f09-067d-40d2-ab75-d0942ddd2311,0.0.1,Google play,75
69,2018-01-16,19464f09-067d-40d2-ab75-d0942ddd2311,0.0.1,Google play,75
70,2018-01-16,19464f09-067d-40d2-ab75-d0942ddd2311,0.0.1,Google play,75
71,2018-01-16,19464f09-067d-40d2-ab75-d0942ddd2311,0.0.1,Google play,75
72,2018-01-16,19464f09-067d-40d2-ab75-d0942ddd2311,0.0.1,Google play,75
73,2018-01-16,19464f09-067d-40d2-ab75-d0942ddd2311,0.0.1,Google play,75
74,2018-01-16,19464f09-067d-40d2-ab75-d0942ddd2311,0.0.1,Google play,75
75,2018-01-16,19464f09-067d-40d2-ab75-d0942ddd2311,0.0.1,Google play,75
76,2018-01-16,1aad7acb-6b38-461e-8c00-a8770f02658d,0.8,iOS,4
77,2018-01-16,1aad7acb-6b38-461e-8c00-a8770f02658d,0.8,iOS,4
78,2018-01-16,1b7bb899-fec4-4ef1-921d-0968d9be44fa,0.0.1,Google play,3
79,2018-01-16,1c1e6f3f-41d7-4ce5-abd1-5976c55ce795,0.0.1,Google play,3
80,2018-01-16,1c1e6f3f-41d7-4ce5-abd1-5976c55ce795,0.0.1,Google play,3
81,2018-01-16,1e20c7d0-63a7-48a4-9487-da16ca22cc40,0.8,iOS,3
82,2018-01-16,1ea1c847-b05f-4395-8ff0-75bbccf91757,0.8,iOS,16
83,2018-01-16,1ea1c847-b05f-4395-8ff0-75bbccf91757,0.8,iOS,16
84,2018-01-16,1ea1c847-b05f-4395-8ff0-75bbccf91757,0.8,iOS,16
85,2018-01-16,20894596-b2ce-4c44-84bc-c340da90fd18,0.8,Google play,6
86,2018-01-16,20894596-b2ce-4c44-84bc-c340da90fd18,0.8,Google play,6
87,2018-01-16,2197201b-535a-446e-a0ab-4e965cb41c8e,0.8,Google play,3
88,2018-01-16,21cdacfe-0d32-4158-a420-d89feea6254f,0.0.1,Google play,3
89,2018-01-16,23afca49-e71f-427e-9478-b5d0e7b8e00a,0.8,iOS,3
90,2018-01-16,23afca49-e71f-427e-9478-b5d0e7b8e00a,0.8,iOS,3
91,2018-01-16,23afca49-e71f-427e-9478-b5d0e7b8e00a,0.8,iOS,3
92,2018-01-16,23e83a04-542f-4e24-90fe-bb4259c5af03,0.8,iOS,4
93,2018-01-16,23e83a04-542f-4e24-90fe-bb4259c5af03,0.8,iOS,3
94,2018-01-16,23e83a04-542f-4e24-90fe-bb4259c5af03,0.8,iOS,3
95,2018-01-16,23e83a04-542f-4e24-90fe-bb4259c5af03,0.8,iOS,5
96,2018-01-16,242aadbc-f74e-490c-a771-a6e8532b8691,0.0.1,Google play,3
97,2018-01-16,291845a6-ece2-460e-b420-b58fd79bd903,0.0.1,Google play,3
98,2018-01-16,2977341d-502a-4ec7-b64b-5c944ecbedb9,0.0.1,Google play,3
99,2018-01-16,2a047d67-ad8e-4d7f-a59c-e262a1f4ee19,0.8,iOS,12
100,2018-01-16,2a31cf9c-d065-49a8-865d-f5a5b027a495,0.0.1,Google play,3
101,2018-01-16,2a31cf9c-d065-49a8-865d-f5a5b027a495,0.0.1,Google play,3
102,2018-01-16,2a31cf9c-d065-49a8-865d-f5a5b027a495,0.0.1,Google play,3
103,2018-01-16,2b45a18b-1814-47bf-b863-b16f6cfe0668,0.8,iOS,6
104,2018-01-16,2c552f6e-96f6-422e-87fe-9410252079f0,0.0.1,Google play,75
105,2018-01-16,2c552f6e-96f6-422e-87fe-9410252079f0,0.0.1,Google play,75
106,2018-01-16,2c552f6e-96f6-422e-87fe-9410252079f0,0.0.1,Google play,75
107,2018-01-16,2c552f6e-96f6-422e-87fe-9410252079f0,0.0.1,Google play,75
108,2018-01-16,2c552f6e-96f6-422e-87fe-9410252079f0,0.0.1,Google play,75
109,2018-01-16,2c552f6e-96f6-422e-87fe-9410252079f0,0.0.1,Google play,75
110,2018-01-16,2c552f6e-96f6-422e-87fe-9410252079f0,0.0.1,Google play,75
111,2018-01-16,2c552f6e-96f6-422e-87fe-9410252079f0,0.0.1,Google play,75
112,2018-01-16,2c552f6e-96f6-422e-87fe-9410252079f0,0.0.1,Google play,75
113,2018-01-16,2c552f6e-96f6-422e-87fe-9410252079f0,0.0.1,Google play,75
114,2018-01-16,2c552f6e-96f6-422e-87fe-9410252079f0,0.0.1,Google play,75
115,2018-01-16,2c552f6e-96f6-422e-87fe-9410252079f0,0.0.1,Google play,75
116,2018-01-16,2c552f6e-96f6-422e-87fe-9410252079f0,0.0.1,Google play,75
117,2018-01-16,2c552f6e-96f6-422e-87fe-9410252079f0,0.0.1,Google play,75
118,2018-01-16,2c552f6e-96f6-422e-87fe-9410252079f0,0.0.1,Google play,75
119,2018-01-16,2c552f6e-96f6-422e-87fe-9410252079f0,0.0.1,Google play,75
120,2018-01-16,2c6a1e23-70c7-40b8-8466-862b7d66d077,0.8,Google play,3
121,2018-01-16,2f3f5b94-add0-4e38-962c-c5569483d52e,0.8,iOS,3
122,2018-01-16,2f3f5b94-add0-4e38-962c-c5569483d52e,0.8,iOS,21
123,2018-01-16,2f3f5b94-add0-4e38-962c-c5569483d52e,0.8,iOS,3
124,2018-01-16,2f3f5b94-add0-4e38-962c-c5569483d52e,0.8,iOS,21
125,2018-01-16,2f3f5b94-add0-4e38-962c-c5569483d52e,0.8,iOS,3
126,2018-01-16,2f3f5b94-add0-4e38-962c-c5569483d52e,0.8,iOS,21
127,2018-01-16,2f3f5b94-add0-4e38-962c-c5569483d52e,0.8,iOS,21
128,2018-01-16,2f3f5b94-add0-4e38-962c-c5569483d52e,0.8,iOS,3
129,2018-01-16,2f3f5b94-add0-4e38-962c-c5569483d52e,0.8,iOS,3
130,2018-01-16,2f3f5b94-add0-4e38-962c-c5569483d52e,0.8,iOS,21
131,2018-01-16,2f7f186f-47c7-4177-935b-869fd4f2d80d,0.8,iOS,3
132,2018-01-16,2f7f186f-47c7-4177-935b-869fd4f2d80d,0.8,iOS,3
133,2018-01-16,2f7f186f-47c7-4177-935b-869fd4f2d80d,0.8,iOS,3
134,2018-01-16,2f7f186f-47c7-4177-935b-869fd4f2d80d,0.8,iOS,3
135,2018-01-16,2f7f186f-47c7-4177-935b-869fd4f2d80d,0.8,iOS,3
136,2018-01-16,2f7f186f-47c7-4177-935b-869fd4f2d80d,0.8,iOS,3
137,2018-01-16,34d1dc8d-a03e-4549-bd96-4367e0cb0f65,0.0.1,Google play,75
138,2018-01-16,36edf892-e332-4797-80ac-913fbe59e616,0.0.1,Google play,75
139,2018-01-16,36edf892-e332-4797-80ac-913fbe59e616,0.0.1,Google play,75
140,2018-01-16,36edf892-e332-4797-80ac-913fbe59e616,0.0.1,Google play,75
141,2018-01-16,36edf892-e332-4797-80ac-913fbe59e616,0.0.1,Google play,75
142,2018-01-16,36edf892-e332-4797-80ac-913fbe59e616,0.0.1,Google play,75
143,2018-01-16,36edf892-e332-4797-80ac-913fbe59e616,0.0.1,Google play,75
144,2018-01-16,36edf892-e332-4797-80ac-913fbe59e616,0.0.1,Google play,75
145,2018-01-16,36edf892-e332-4797-80ac-913fbe59e616,0.0.1,Google play,75
146,2018-01-16,36edf892-e332-4797-80ac-913fbe59e616,0.0.1,Google play,3
147,2018-01-16,36edf892-e332-4797-80ac-913fbe59e616,0.0.1,Google play,75
148,2018-01-16,36edf892-e332-4797-80ac-913fbe59e616,0.0.1,Google play,75
149,2018-01-16,36edf892-e332-4797-80ac-913fbe59e616,0.0.1,Google play,75
150,2018-01-16,391a2512-2069-4143-9e1b-274d70cbd5a1,0.0.1,Google play,75
151,2018-01-16,3a5f49d4-0714-4784-b905-352d797fbd7f,0.0.1,Google play,3
152,2018-01-16,3a5f49d4-0714-4784-b905-352d797fbd7f,0.0.1,Google play,3
153,2018-01-16,3a5f49d4-0714-4784-b905-352d797fbd7f,0.0.1,Google play,3
154,2018-01-16,3ac53ded-8f88-4128-82a4-55c977a53c68,0.8,iOS,3
155,2018-01-16,3ac53ded-8f88-4128-82a4-55c977a53c68,0.8,iOS,5
156,2018-01-16,3ac53ded-8f88-4128-82a4-55c977a53c68,0.8,iOS,4
157,2018-01-16,3ac53ded-8f88-4128-82a4-55c977a53c68,0.8,iOS,4
158,2018-01-16,3ac53ded-8f88-4128-82a4-55c977a53c68,0.8,iOS,3
159,2018-01-16,3ac53ded-8f88-4128-82a4-55c977a53c68,0.8,iOS,5
160,2018-01-16,3ac53ded-8f88-4128-82a4-55c977a53c68,0.8,iOS,4
161,2018-01-16,3ac53ded-8f88-4128-82a4-55c977a53c68,0.8,iOS,5
162,2018-01-16,3ac53ded-8f88-4128-82a4-55c977a53c68,0.8,iOS,4
163,2018-01-16,3ac53ded-8f88-4128-82a4-55c977a53c68,0.8,iOS,3
164,2018-01-16,3ac53ded-8f88-4128-82a4-55c977a53c68,0.8,iOS,4
165,2018-01-16,3ac53ded-8f88-4128-82a4-55c977a53c68,0.8,iOS,3
166,2018-01-16,3ac53ded-8f88-4128-82a4-55c977a53c68,0.8,iOS,3
